Column1,link,text,date,NoOfComments,NoOfRetweets,NoOfQuotes,NoOfLikes,LinkToPicture
681,https://twitter.com/RONBupdates/status/1738035630376878478#m,Nepali Talent: Class 9 student Nishant Shrestha from Biratnagar has successfully made Gas Leakage and Earthquake detectors with available resources. ??????  Pic. Sabin Simon Ghimire,"Dec 22, 2023 · 3:16 AM UTC",5,11,1,308,['https://pbs.twimg.com/media/GB6-MLsXkAAZAQt.jpg']
682,https://twitter.com/RONBupdates/status/1738032768565588395#m,?? ?????? ?????? Master’s ???: Bamkumari Budha Magar graduated from TU at the age of 72 with a Masters Degree in Sociology & is also the first female to pass SLC from Rolpa. ??,"Dec 22, 2023 · 3:04 AM UTC",1,0,0,148,['https://pbs.twimg.com/media/GB67liXW8AAUrMB.jpg']
683,https://twitter.com/RONBupdates/status/1738029880703611084#m,December 22: Today is the Shortest day of the year 2023 for Nepal.   ??????? ?? 10 ????? 23 ????? ????? ??? ?????? ? (???????? ???? ????????? ????)? ???????? ???????? ??? ???? ? ??? ???? ????? ?????!,"Dec 22, 2023 · 2:53 AM UTC",0,6,2,147,['https://pbs.twimg.com/media/GB649ehXUAAk4N2.jpg']
684,https://twitter.com/RONBupdates/status/1738021033628815818#m,Rare view of Moon surrounded with a white ring last night. ??  Pic. Mithun Kunwar,"Dec 22, 2023 · 2:17 AM UTC",5,4,2,319,['https://pbs.twimg.com/media/GB6w6oVXUAAatlX.jpg']
685,https://twitter.com/RONBupdates/status/1738020476386164817#m,"Wow... Bangkok becomes the most visited city in the world in 2023 with around 22 Million Int'l visitors, according to Travelness. ??","Dec 22, 2023 · 2:15 AM UTC",3,2,2,114,['https://pbs.twimg.com/media/GB6waD3WgAAU_H7.jpg']
686,https://twitter.com/RONBupdates/status/1738008213214343279#m,Friday Morning and staute of Hanuman Ji at Kathmandu. ????     Pic. @Nishan_Paudel14,"Dec 22, 2023 · 1:27 AM UTC",9,9,3,513,['https://pbs.twimg.com/media/GB6lP5kXoAAqwZO.jpg']
687,https://twitter.com/RONBupdates/status/1737869561075322992#m,?????? ???????? ??????? ??????? ??????? ?????? ???? ??????? ??????????,"Dec 21, 2023 · 4:16 PM UTC",4,21,6,147,[]
688,https://twitter.com/RONBupdates/status/1737863935280443554#m,It's time for RONB's extra dose of news for today. #StayUpdated #StaySafe,"Dec 21, 2023 · 3:53 PM UTC",0,0,0,29,['https://pbs.twimg.com/media/GB4iCP7akAA10Sr.jpg']
689,https://twitter.com/RONBupdates/status/1737861303426019532#m,"Much Awaited movie ""Salaar"" starring Prabhas is releasing from tomorrow in Nepal. It's Trailer is getting amazing response and is made by KGF team. It also has song that Menuka Poudel got to sing. Are you going to watch it? #Salaar","Dec 21, 2023 · 3:43 PM UTC",94,333,4,716,['https://pbs.twimg.com/media/GB4fo9aboAAQX6a.jpg']
690,https://twitter.com/RONBupdates/status/1737858140690157681#m,Amazing: Rare view of moon surrounded with a white ring. ??  Pic. roshan_timilsina,"Dec 21, 2023 · 3:30 PM UTC",5,6,2,161,['https://pbs.twimg.com/media/GB4cw_9bMAA-75p.jpg']
691,https://twitter.com/RONBupdates/status/1737848159811051655#m,Brigunj United Player William Opoku becomes the first player to score hattrick in this season of NSL & also wins Player of the Match. ?? #Congrats,"Dec 21, 2023 · 2:51 PM UTC",0,0,0,76,['https://pbs.twimg.com/media/GB4Tr45bwAED5H1.jpg']
692,https://twitter.com/RONBupdates/status/1737846110801232089#m,Rare in Nepal: ?? ????? ?????? ???? ???? ?????????? ?? ??? ?????? ?? ?????? ??????? ?????? ? ? ??  ??????: ?????? ????/ ????,"Dec 21, 2023 · 2:42 PM UTC",12,16,6,574,['https://pbs.twimg.com/media/GB4R0rEaAAAqlDg.jpg']
693,https://twitter.com/RONBupdates/status/1737830652878397803#m,"Lucky Fans: Nepali Shah Rukh Khan fans met him during the screening of ""Dunki"" in Dubai.  ??  Nepali SRK Fans also booked First Day First shows today in different places.","Dec 21, 2023 · 1:41 PM UTC",7,8,0,159,['https://pbs.twimg.com/media/GB4Dw1XbgAAB_76.jpg']
694,https://twitter.com/RONBupdates/status/1737822740483375346#m,Popular band BTS becomes the most searched Boy Band in Google's 25 Yrs history. ??,"Dec 21, 2023 · 1:10 PM UTC",4,7,2,134,['https://pbs.twimg.com/media/GB38j9CbIAA_dOg.jpg']
695,https://twitter.com/RONBupdates/status/1737808764794032306#m,??????? ????? ?????? ???? ????? ????? ? Youth waiting in line to fill EPS Online form in Dang.   Pic. Kuldip Neupane/ RSS,"Dec 21, 2023 · 12:14 PM UTC",3,3,0,91,['https://pbs.twimg.com/media/GB3v2u4aoAAqUot.jpg']
696,https://twitter.com/RONBupdates/status/1737804008809762939#m,"?? ??????? ????: Cold evenings of Terai and Beautiful Sunset as seen from Ramdhuni, Sunsari. ??  Pic. Pratit Chamling Rai","Dec 21, 2023 · 11:55 AM UTC",2,16,2,486,['https://pbs.twimg.com/media/GB3riIqaUAAjafO.jpg']
697,https://twitter.com/RONBupdates/status/1737795239325429853#m,Good Work: ????? ??????? ????????? ????? ??????? ??????? ???????? ??????? ???????? ????? ? ??? ?????????? ???????? ????? ????? ?? ?????? ??????? ???? ???????? ? ?? ????????? ?????????? ????? ????????? ??????? ????????? ???????? ?? ? #ThankYouJapan ??????????,"Dec 21, 2023 · 11:20 AM UTC",6,13,1,229,['https://pbs.twimg.com/media/GB3jjnqagAAMFfM.jpg']
698,https://twitter.com/RONBupdates/status/1737775893408559331#m,,"Dec 21, 2023 · 10:03 AM UTC",0,0,0,17,"['https://pbs.twimg.com/media/GB3R9buaQAAah59.jpg', 'https://pbs.twimg.com/media/GB3R9bsbQAExENM.jpg']"
699,https://twitter.com/RONBupdates/status/1737775881639334014#m,"Jasmine Thapa whose Convocation photo went viral writes, ""As I gazed at the photo and its caption, memories of the struggles my mom and I have faced flooded my mind, like scenes from a movie portraying my life. Navigating the world on a wheelchair as a person with a physical disability has never been easy. From facing comments like ""????? ???? ?????? ????? ??? ????? ???????? ?? ???????????,"" and experiencing rejections from colleges after S. LC., to dealing with public transportation challenges, each day presented its own set of obstacles.  Despite these challenges, my mom and I never gave up; we persevered because we believed that God was watching over us, guiding us through our struggles. The moment at Convocation, when my mom placed the graduate hat on me, felt like a divine coronation of victory from God. Her unwavering support has been my greatest strength.""   She also recommends government to improve accessibility. ??","Dec 21, 2023 · 10:03 AM UTC",5,22,2,454,['https://pbs.twimg.com/media/GB3R8vhagAATO8B.jpg']
700,https://twitter.com/RONBupdates/status/1737758545758810185#m,"????? ???????: ???? ????, ??????? APP ?? ????? ????????? ? ? ????, ? ???? ??? ???????? ????? ????? ?????? ????? ???????????? ??????? ???, ????? ?????? ???? ? ?????? ??? ????? ?????? ??????? ??????/??? ??? ??????? ???? ??????? ???? ? ????? ??????? ?????? ????? ???? ?????? ??????? ??????? ???? ? ? ??","Dec 21, 2023 · 8:54 AM UTC",6,6,1,139,['https://pbs.twimg.com/media/GB3CLkvaEAA8tvk.jpg']
701,https://twitter.com/RONBupdates/status/1737748200147321105#m,????? ?????? ??? ?????? ????? : Small Daughter bidding farewell to mother who is going abroad for better opportunities. ????,"Dec 21, 2023 · 8:13 AM UTC",4,3,2,199,['https://pbs.twimg.com/media/GB24xfNagAAIwgS.jpg']
702,https://twitter.com/RONBupdates/status/1737731641920069842#m,???????? ?????? ????: ?????? ???????? ???? ??????????? ???? ????? ???????? ??? ??????? ??? ????? ? ?????? ?????? ??????? ????????? ????????????? ??????? ?????? ??? ??????? ?????? ???? ??,"Dec 21, 2023 · 7:08 AM UTC",1,5,0,107,['https://pbs.twimg.com/media/GB2ptzEbAAAOMJ_.jpg']
703,https://twitter.com/RONBupdates/status/1737709519093006796#m,???? ?????: Kathmandu has recorded 4.5°C temperature today which is lowest of this year till now. ??,"Dec 21, 2023 · 5:40 AM UTC",0,4,2,172,['https://pbs.twimg.com/media/GB2Vl9dWMAAGsEF.jpg']
704,https://twitter.com/RONBupdates/status/1737683377250312474#m,"Stunning image of the Uranus by NASA’s James Webb Space Telescope which shows it's 9 out of 27 moons along with it's rings, storms, and other atmospheric features including a seasonal polar cap. The planet previously looked like a solid blue ball without any features.  Image Credits: NASA, ESA, CSA, STScI","Dec 21, 2023 · 3:56 AM UTC",1,2,0,61,['https://pbs.twimg.com/media/GB190XRa0AAJ5g1.jpg']
705,https://twitter.com/RONBupdates/status/1737678453389099033#m,Wow... Nepali Cricketers Aasif Sheikh and Rohit Paudel are at 72nd and 79th position in the latest ICC ODI Batsmen Rankings. ??,"Dec 21, 2023 · 3:36 AM UTC",3,4,0,153,['https://pbs.twimg.com/media/GB15VuxbsAErV3d.jpg']
706,https://twitter.com/RONBupdates/status/1737671397059822015#m,Nepali Talent: 22 Yrs Old Arun Bomjan from Sindhupalchowk has successfully made an electric bike at a cost of around NRs. 1.2 Lakh. He claims that it runs 60 KMs when fully charged at a speed of around 32kmph. ??????,"Dec 21, 2023 · 3:08 AM UTC",5,9,1,292,['https://pbs.twimg.com/media/GB1y6-yasAA9tPY.jpg']
707,https://twitter.com/RONBupdates/status/1737670139892699603#m,3 Idiots Movie Style: Invitation bina bihe ko bhoj ma gayera khana khayeko ra dance gareko aarop ma 2 jana male lai India ko Lucknow Police le arrest gareko cha.,"Dec 21, 2023 · 3:03 AM UTC",7,1,6,140,[]
708,https://twitter.com/RONBupdates/status/1737658131822576035#m,Interesting: ?????? ???????? ?????? ????? ?????? ??????? ??????? ??? ????? ?? ??????? ????? ?? ??????? ??????????????? ???????????? ?????? ?????? ???? ??,"Dec 21, 2023 · 2:15 AM UTC",6,2,0,218,['https://pbs.twimg.com/media/GB1m26nWEAAi3yC.jpg']
709,https://twitter.com/RONBupdates/status/1737650348876279989#m,Thursday Morning & sleeping Budhanilkantha at Narayanthan. ????  Pic. Arya Rajbanshi,"Dec 21, 2023 · 1:45 AM UTC",9,26,0,1130,['https://pbs.twimg.com/media/GB1fx4gXEAA29a3.jpg']
710,https://twitter.com/RONBupdates/status/1737510100229841164#m,"?? ????? ????????? ???????????? ?? ??????? ????? ??????? ???? ???????????, ?? ????? ?? ????? ??????????","Dec 20, 2023 · 4:27 PM UTC",0,2,0,77,[]
711,https://twitter.com/RONBupdates/status/1737492761702539482#m,It's time for RONB's extra dose of news for today. #StayUpdated,"Dec 20, 2023 · 3:18 PM UTC",1,0,0,45,['https://pbs.twimg.com/media/GBzQc8dXQAAlLx-.jpg']
712,https://twitter.com/RONBupdates/status/1737478287234859320#m,?????????? ????? ?????? ????????? ???????? ???? ???? ???? ???????? ??????? ?????? ????? ????? ?????? ???????? ???????? ???? ?????? ??? ????? ??,"Dec 20, 2023 · 2:21 PM UTC",2,5,0,149,['https://pbs.twimg.com/media/GBzDSYAWUAAeExV.jpg']
713,https://twitter.com/RONBupdates/status/1737464900262486290#m,"??? ??? ??? ?? ????: Beautiful golden hour view as seen from Naya Thimi, Bhaktapur. ??  Pic. @ganeshrijall","Dec 20, 2023 · 1:28 PM UTC",2,4,2,242,['https://pbs.twimg.com/media/GBy3HUba8AAvQ87.jpg']
714,https://twitter.com/RONBupdates/status/1737457727604240743#m,Just In: ?????? ??????? ????? ????? ????????? ???????? ??? ?????? ????????? ????? ???????? ?????? ???? ??? ?????? ?????? ????? ??,"Dec 20, 2023 · 12:59 PM UTC",9,25,2,679,['https://pbs.twimg.com/media/GBywlxAacAAneda.jpg']
715,https://twitter.com/RONBupdates/status/1737425712087507450#m,"PM Prachanda regarding Nepali youths going abroad for various reasons says, ""????????? ????? ????? ???????? ??????? ??? ???? ????? ???? ?? ???? ???? ?????? ??????, ???? ????? ?????? ??????? ?? ???? ???? ??????? ????? ???? ??? ????? ??? ??? ???? ????????? ???????? ??? ? ??? ???? ??????? ???????????, ??? ?????? ????? ??????? ???? ??""","Dec 20, 2023 · 10:52 AM UTC",89,14,10,331,['https://pbs.twimg.com/media/GByTeLxbAAAYQi7.jpg']
716,https://twitter.com/RONBupdates/status/1737408932518441356#m,Breaking Sad News: ??????? ????????? ???? ?? ??? ??????? UAE to Kathmandu ?? ???????? ?????? ?? ????? ????? ???? ??? ??????????? ??????? ?????? ???? ? ? ???????? ??????? ?????? ?? ??,"Dec 20, 2023 · 9:45 AM UTC",5,6,0,155,[]
717,https://twitter.com/RONBupdates/status/1737404747718754593#m,????? ??????????? ?? ?????? ????? ?.?? ???? ???????: Nepal Airlines income has increased by NRs. 5.78 Arba and reached to NRs. 22.24 Arba in the last fiscal year. ??????   Pic. Skwithlens,"Dec 20, 2023 · 9:29 AM UTC",6,3,0,158,['https://pbs.twimg.com/media/GByAZ8eawAAkw7c.jpg']
718,https://twitter.com/RONBupdates/status/1737396894345945236#m,??????? ???????? ????? ?????: Jhapa ko Haldibari area ma Wild Elephant (??????) le attack garda 60 Yrs Old male ko death vayeko cha. ??,"Dec 20, 2023 · 8:57 AM UTC",1,0,0,37,[]
719,https://twitter.com/RONBupdates/status/1737388249931489562#m,Winter and season of oranges : ??? ?????? ??????? ???? ???? ???? ?? #Organic  Pic. @ganeshrijall,"Dec 20, 2023 · 8:23 AM UTC",3,4,1,97,['https://pbs.twimg.com/media/GBxxZtbboAAog90.jpg']
720,https://twitter.com/RONBupdates/status/1737377916764516695#m,This is a hilly silver-fern plant which when comes in contact with skin leave a white tattoo like structure ???? . #ChildhoodMemories   Pic. @ganeshrijall,"Dec 20, 2023 · 7:42 AM UTC",3,3,7,131,['https://pbs.twimg.com/media/GBxoAOSaAAAsyzg.jpg']
721,https://twitter.com/RONBupdates/status/1737371869597274121#m,Fire Bike In Dhangadi: ????? ???????????????? ????? ?????? ???? ?????? ??? ????????? ???? ?????????(Fire Bike)?? ???????? ????? ?? ??????? ?????? ???? ???? ??? ???? ????? ?????? ???? ??????? ???? ?????? ???? ??????? ??? ????? ?? ??,"Dec 20, 2023 · 7:18 AM UTC",9,17,1,362,['https://pbs.twimg.com/media/GBxigQWboAAF55g.jpg']
722,https://twitter.com/RONBupdates/status/1737330464032256235#m,Indian artist Satish Gurjar who made one of the world's largest statue of Sita-Ram Swayambar from grains gets married during the Mass Wedding Ceremony on Bibaha Panchami in Janapkpur. ?? #HappyMarried,"Dec 20, 2023 · 4:33 AM UTC",1,7,0,226,['https://pbs.twimg.com/media/GBw82ELa0AA749E.jpg']
723,https://twitter.com/RONBupdates/status/1737325897269801350#m,Sad News: Kakarvita bata Kathmandu aaudai gareko bus Pathaliya ma accident huda 3 jana ko death vayeko cha. ??,"Dec 20, 2023 · 4:15 AM UTC",1,0,0,45,[]
724,https://twitter.com/RONBupdates/status/1737310912644878443#m,Nepali Talent: Manusha Chaulagain becomes TU topper of 'Bachelor's in Education' among girls & awarded with Sushila Devi Sharma Award. ??#Congrats,"Dec 20, 2023 · 3:16 AM UTC",6,4,1,298,['https://pbs.twimg.com/media/GBwrD8CXEAE0L8F.jpg']
725,https://twitter.com/RONBupdates/status/1737299293462302747#m,Munna Bhai Style: Earphone lagayera phone gardai Loksewa ko exam dina khojne ek jana lai Loksewa aayog le 2 years ko lagi exam dina na milne gari karbahi gareko cha.,"Dec 20, 2023 · 2:30 AM UTC",7,2,4,169,[]
726,https://twitter.com/RONBupdates/status/1737292739350565191#m,Sad News for Brazil's fans: Footballer Neymar Jr will miss upcoming Copa America due to injury as per Fabrizio Romano.,"Dec 20, 2023 · 2:04 AM UTC",0,0,0,76,['https://pbs.twimg.com/media/GBwaiNdWkAA0xYt.jpg']
727,https://twitter.com/RONBupdates/status/1737292662489932037#m,Wednesday Morning & Statue of Powerful God Narsimha at Biratnagar. ????  Pic. Rezon Manandhar,"Dec 20, 2023 · 2:03 AM UTC",3,14,1,668,['https://pbs.twimg.com/media/GBwadzXXYAA31uw.jpg']
728,https://twitter.com/RONBupdates/status/1737143322656002442#m,It's time for RONB's extra dose of News for today. #StayUpdated,"Dec 19, 2023 · 4:10 PM UTC",0,0,0,29,['https://pbs.twimg.com/media/GBuSo7_XIAApPjk.jpg']
729,https://twitter.com/RONBupdates/status/1737129236539068769#m,"Congratulations to Pawan Bahadur Khatri and Sujina Khadka for becoming today's ""RONB NSL Fan of the Match"" & getting Rs. 5000. People can visit Dashrath Stadium for tomorrow's game to become Fan of the match.   Tomorrow Fixture: Jhapa FC vs Dhangadhi FC at 5 PM.","Dec 19, 2023 · 3:14 PM UTC",0,4,0,64,['https://pbs.twimg.com/media/GBuF06sXIAA0i-t.jpg']
730,https://twitter.com/RONBupdates/status/1737124330109386899#m,"?? ?????? ?? ???????  ??? ??????? ???????  ? ????? ???????? ????? ???????  ???? ?????? ???????, ?????? ???? ???? ?????? ??????? ????? ???? ????? ?? ??? ??? ?????? ? ??? ????? ??? ?????? ??? ????? ?????? ??","Dec 19, 2023 · 2:54 PM UTC",2,24,3,338,['https://pbs.twimg.com/media/GBuBXWkW8AAV8Yp.jpg']
731,https://twitter.com/RONBupdates/status/1737121320414871904#m,Sad Data: ?????? ??????? ?? ?????? ????? ?????? ??? ???? ? ???? ?????????? ? ?? ???? ?????? ?????? ???? ???????,"Dec 19, 2023 · 2:42 PM UTC",47,52,41,712,['https://pbs.twimg.com/media/GBt-oJqX0AAMhO_.jpg']
732,https://twitter.com/RONBupdates/status/1737116947719057770#m,"?? ?? ?????? ?? ???+ ?????? ??????: Mitchell Starc will get more than 10 Lakhs per delivery in upcoming IPL if he bowls full over and plays all matches. He has played his last match of IPL in 2015. After nearly 8 Yrs, he is still considered as one of the best bowlers. Believe in yourself and work hard everyday. ??","Dec 19, 2023 · 2:25 PM UTC",5,4,3,142,"['https://pbs.twimg.com/media/GBt6pqgaYAAurCF.jpg', 'https://pbs.twimg.com/media/GBt6pqdacAAJof8.jpg']"
733,https://twitter.com/RONBupdates/status/1737109344792310153#m,Pokhara Thunders becomes the first team to qualify for playoffs after winning today's match with FC Butwal Lumbini. ?? #Congrats,"Dec 19, 2023 · 1:55 PM UTC",1,2,1,95,['https://pbs.twimg.com/media/GBtzvSYbgAEuRTd.jpg']
734,https://twitter.com/RONBupdates/status/1737094447421407610#m,?????? ???? ????? ???? ????? ??? ????? ??????: ?????????? ?????? ????? ???? ???? ????? ????? ??????? ????? ???? ????? ???? ????? ??????? ????? ???? ???? ??????? ????? ??? ???? ?????? ??????? ???? ???? ????? ???? ?? ???? ?????? ???? ?? ????? ???? ???? ? ??????? ??? ????? ?????? ??? ??? ????????? ??????????? ????? ?????? ?????? ???????,"Dec 19, 2023 · 12:56 PM UTC",8,5,1,194,['https://pbs.twimg.com/media/GBtmMHMa4AAZ-th.jpg']
735,https://twitter.com/RONBupdates/status/1737083939083452733#m,???????? ???? ???? ?????? ???? ?????? ? ????? ?????? ? ?????? ???????? ?????? ????? ??,"Dec 19, 2023 · 12:14 PM UTC",2,0,4,52,[]
736,https://twitter.com/RONBupdates/status/1737057833055830440#m,New Historic Record in IPL: Mitchell Starc becomes the most expensive player of IPL as KKR bought him in INRS. 24.75 Crores. ??,"Dec 19, 2023 · 10:30 AM UTC",4,12,1,356,['https://pbs.twimg.com/media/GBtE45JaIAA_08a.jpg']
737,https://twitter.com/RONBupdates/status/1737042076255285376#m,?? ??? ???? ?????? ???????: NEPSE has increased by 45.98 points and reached to 2106.48 points today. ??,"Dec 19, 2023 · 9:27 AM UTC",5,0,2,74,[]
738,https://twitter.com/RONBupdates/status/1737033415135015175#m,Historic: World Cup winning captain Pat Cummins becomes the most expensive player in IPL as SunRisers Hyderabad bought him on INRS. 20 Crores 50 Lakhs??,"Dec 19, 2023 · 8:53 AM UTC",6,7,4,294,['https://pbs.twimg.com/media/GBsurkuaMAAYUgl.jpg']
739,https://twitter.com/RONBupdates/status/1737018915916837103#m,????? ?? ??????: Tribute Art of Singer Menuka Poudel who is doing amazingly well in Indian Idol. ??  Art. Ritesh Arts,"Dec 19, 2023 · 7:55 AM UTC",2,5,0,360,['https://pbs.twimg.com/media/GBshftebQAACTNH.jpg']
740,https://twitter.com/RONBupdates/status/1736998382680637558#m,Just In: Huge aaglagi in Bhaisepati area. More details to follow...,"Dec 19, 2023 · 6:34 AM UTC",5,6,2,194,['https://pbs.twimg.com/media/GBsO0VZbwAEBCnT.jpg']
741,https://twitter.com/RONBupdates/status/1736975004192096365#m,Achievement: Nepali Footballer Kiran Chemjong's team Punjab FC wins its first match of ISL against Chennai FC with 1-0 goal score. ??,"Dec 19, 2023 · 5:01 AM UTC",1,1,0,168,['https://pbs.twimg.com/media/GBr5jn_bgAE7RTc.jpg']
742,https://twitter.com/RONBupdates/status/1736974575630794916#m,"Big News: Raj Adhikari from Nawalparasi, Nepal wins 2nd position in the Year of Millets Photo Contest organized by Food and Agriculture Organization (FAO)hundreds of photos was submitted by photographers from 58 countries. ??????#congrats","Dec 19, 2023 · 4:59 AM UTC",1,2,0,102,['https://pbs.twimg.com/media/GBr5KiFbsAAaSq7.jpg']
743,https://twitter.com/RONBupdates/status/1736962704185913700#m,????? ???? ???? ??? ?????: We asked the graduated students about their future plan at TU convocation yesterday and most of them are planning to go abroad for a better future & opportunities.,"Dec 19, 2023 · 4:12 AM UTC",4,3,0,225,['https://pbs.twimg.com/media/GBruXpRbMAAAPTo.jpg']
744,https://twitter.com/RONBupdates/status/1736950890832298436#m,"Interesting: 25 couples get married together in Janaki temple, Janakpur on the occasion of Ram-Sita Vivah Panchami. ??  Pic. Amit Shah","Dec 19, 2023 · 3:25 AM UTC",4,4,0,185,['https://pbs.twimg.com/media/GBrjoAqaUAAi_KB.jpg']
745,https://twitter.com/RONBupdates/status/1736943588712530116#m,??? ???? ??? ??????? ??????: ?? ???? ??????? ??? ?????? ???? ? ??? ??? ???? ?????? ??????-????? ??????????????- ?? ?? ??? ?????????? ?????????? ?????? ????? ?? ??,"Dec 19, 2023 · 2:56 AM UTC",0,3,0,78,[]
746,https://twitter.com/RONBupdates/status/1736941645839692123#m,Best photo of TU's Convocation: ???????? ? ?????? ?? ??????? ?? #Inspiration  Pic. Suraj Dhami,"Dec 19, 2023 · 2:48 AM UTC",4,34,1,757,['https://pbs.twimg.com/media/GBrbN7ua8AAPxuU.jpg']
747,https://twitter.com/RONBupdates/status/1736923422125588606#m,"Tuesday Morning & Statue of Lord Ganesh at Chandragiri, Kathmandu. ????","Dec 19, 2023 · 1:36 AM UTC",2,19,3,576,['https://pbs.twimg.com/media/GBrKpJ-a8AAswPx.jpg']
748,https://twitter.com/RONBupdates/status/1736785965249892837#m,"???? ?????? ?????? ???? ??????? ???? ? ??? ???????, ?????? ?? ??????? ?????????? ???? ??????? ?????? ????????","Dec 18, 2023 · 4:30 PM UTC",0,11,0,99,[]
749,https://twitter.com/RONBupdates/status/1736772543892373889#m,It's time for RONB's extra dose of news for today. #StayUpdated #StayWarm,"Dec 18, 2023 · 3:36 PM UTC",0,0,0,44,['https://pbs.twimg.com/media/GBpBa8PbAAAmz0l.jpg']
750,https://twitter.com/RONBupdates/status/1736763416910676308#m,"Winter Awareness: ???? ????? ?????, ???? ?????, ????? ???? ????? ??????? ???? ? ???????? ??? ???? ??????? ????? ???? ???? ?????? ???? ? ?????? ????????? ???? ??????? ??????????? ??????????? ? ? #StayWarm #StaySafe","Dec 18, 2023 · 3:00 PM UTC",0,13,0,151,['https://pbs.twimg.com/media/GBo5HsTbIAA5uaV.jpg']
751,https://twitter.com/RONBupdates/status/1736754189290950673#m,Draw for the round of 16 of UEFA Champions League is out. Which of the following match looks more interesting ?,"Dec 18, 2023 · 2:24 PM UTC",4,1,0,56,['https://pbs.twimg.com/media/GBowucpa8AA3fKi.jpg']
752,https://twitter.com/RONBupdates/status/1736739420265664589#m,"????? ??? ?????????? ????? ??? ????: Like every year, Today also more than 50,000 students graduated from TU who are actually the real pillars of our country. We hope that Nepal Government makes better environment to keep the graduated students in their homeland so that they can work hard to live a successful life in Nepal instead of ending up at airport for abroad.  Pic. suraj__dhami_","Dec 18, 2023 · 1:25 PM UTC",2,7,2,137,['https://pbs.twimg.com/media/GBojSrfaYAAnIjX.jpg']
753,https://twitter.com/RONBupdates/status/1736719742512275810#m,??????? ???????? ?? ?? ??????? ??????????? ???? ?? ???? ??? ?????? ??? ? ????  Pic. Samir Lamichhane,"Dec 18, 2023 · 12:07 PM UTC",5,12,1,723,['https://pbs.twimg.com/media/GBoRZY0aEAAkYuU.jpg']
754,https://twitter.com/RONBupdates/status/1736699463509721599#m,"????? ?????? ?? ????? ???????? ??????????????? '??? ????? ???? ?????????? ????????? ???????? ??????' ???? Guinness World Record ?????? ??? ? ?? "" Guinness Book of World Record"" ??? ?? ?????? ?????? ?????? Official World Record ???? ??????? ????????  ????? ?? ?  Pic. @suraj__dhami_","Dec 18, 2023 · 10:46 AM UTC",7,7,2,186,['https://pbs.twimg.com/media/GBn-87TaQAAM_Pe.jpg']
755,https://twitter.com/RONBupdates/status/1736691566172135538#m,,"Dec 18, 2023 · 10:15 AM UTC",0,1,0,107,['https://pbs.twimg.com/media/GBn3xW5bwAALr2U.jpg']
756,https://twitter.com/RONBupdates/status/1736682046708429120#m,"Gold Medalist of TU, Kapil Pokharel is planning to go abroad to complete his PhD due to less research opportunity & environment in Nepal. He says, "" ????????? ??????? ?? ?? ?? ?????? ???? ??? ????? ??? ????? ? ?????? ?????? ???????? ?????? ???? ????? ? ? ? ?????? ???? ???? ???? ???? ??? ?????? ??????? ???????? ????? ???? ?""","Dec 18, 2023 · 9:37 AM UTC",2,1,2,79,['https://pbs.twimg.com/media/GBnvHPbbcAAlcTC.jpg']
757,https://twitter.com/RONBupdates/status/1736676701223186918#m,"Kathmandu Metro Mayor Balen Shah after he leaves without listening to PM Prachanda and PM says, ""??? ??????????? ???????????, ???? ???? ????? ????? ?????????? ??? ?????? ??????? ?????? ????? ????? ???? ??-?? ????????? ??? ?????? ???? ??????? ???? ????? ?????? ???? ??????, ?????? ??????? ?????? ???????? ??????????""   Pic. Pradeep Raj Onta","Dec 18, 2023 · 9:16 AM UTC",102,29,11,646,['https://pbs.twimg.com/media/GBnlegUbcAACo1u.jpg']
758,https://twitter.com/RONBupdates/status/1736656584519139398#m,"???????? ??????????????? ????????? ????????? ?? ??,??? ??? ?????????? ??????? ????? ??  Pics. NPL","Dec 18, 2023 · 7:56 AM UTC",7,1,2,205,"['https://pbs.twimg.com/media/GBnX9CmbYAAbC4-.jpg', 'https://pbs.twimg.com/media/GBnX9CnaMAAJxbv.jpg', 'https://pbs.twimg.com/media/GBnX9CpbYAAZ7-B.jpg', 'https://pbs.twimg.com/media/GBnX9CmaAAApW0_.jpg']"
759,https://twitter.com/RONBupdates/status/1736647133053542505#m,"Please, Take Care of Children: ??????????? ????? ???? ???????? ????? ??? ?????? ? ?????? ?????? ?????? ???? ?? ??","Dec 18, 2023 · 7:18 AM UTC",2,2,0,61,[]
760,https://twitter.com/RONBupdates/status/1736635007421354248#m,??? ??????????: An ambulance stuck in Traffic Jam at Thapathali due to TU Convocation & Melalmchi Andolan. ??,"Dec 18, 2023 · 6:30 AM UTC",1,1,0,119,['https://pbs.twimg.com/media/GBnEVSVXwAAvj9j.jpg']
761,https://twitter.com/RONBupdates/status/1736634995022962915#m,"Huge crowd of students attending 49th convocation ceremony of TU at Dasharath Rangasala, causing significant traffic jams at various places in Kathmandu. ??  Pic. @babita bhandari","Dec 18, 2023 · 6:30 AM UTC",2,1,2,123,['https://pbs.twimg.com/media/GBnEUfQXIAAUv6h.jpg']
762,https://twitter.com/RONBupdates/status/1736620261510905950#m,FIFA has announced that the first edition of 32 Teams' FIFA Club World Cup will be played from 15 June to 13 July 2025 in the United States. ??,"Dec 18, 2023 · 5:31 AM UTC",5,3,0,119,['https://pbs.twimg.com/media/GBm260kXAAA49xK.jpg']
